train_loss,train_acc,val_loss,val_acc
0.9920293135302407,0.65144,0.7658971697092056,0.7392
0.6812453998290763,0.76482,0.6685237050056457,0.7726
0.5510561645639186,0.80958,0.6297473162412643,0.7832
0.4618945044218277,0.84166,0.6436439365148544,0.7938
0.39770648871757547,0.8636,0.6195090435445308,0.8059
0.3393887911676144,0.88326,0.6284847378730773,0.8116
0.29652872423128207,0.89706,0.7041416943073273,0.8105
0.253381362603027,0.9131,0.7073296651244163,0.8029
0.21727308189990568,0.92494,0.7156045958399773,0.8144
0.18399631011546874,0.93754,0.8279731944203377,0.8051
