train_loss,train_acc,val_loss,val_acc
0.8864366138303602,0.7260534375330024,0.281585703575411,0.9067515923566879
0.3933148748568586,0.8747491815397613,0.24564385859909035,0.9128662420382165
0.327581263474516,0.8920688562678213,0.22108303159567608,0.9294267515923567
0.29287260368063645,0.9038969268138135,0.20954594317903152,0.9335031847133758
0.28260928009812897,0.9082268454958284,0.2029910047490782,0.935031847133758
0.261113122407649,0.9162530362234661,0.19247312295866745,0.9368152866242038
0.26133319111289205,0.914774527405217,0.17832306961669034,0.9421656050955414
0.24364722177789017,0.9217446404055338,0.16797744364944303,0.9452229299363057
0.23808182594743935,0.9231175414510508,0.1833459242053966,0.9414012738853503
0.22236981061664787,0.9282923223149224,0.17988697746595864,0.9429299363057325
