train_loss,train_acc,val_loss,val_acc
1.1906881131687943,0.57304,0.9162535607814789,0.6748
0.7607360013893673,0.73252,0.7420784085988998,0.7379
0.6370178385048496,0.7771,0.706557197868824,0.7489
0.5561393791315506,0.80526,0.6848785489797592,0.7656
0.47717186884612456,0.83318,0.7431508660316467,0.7544
0.4218641679201807,0.85226,0.6803997054696083,0.7842
0.3630742991001022,0.87186,0.6867486841976642,0.7826
0.3187468746030817,0.8868,0.6861677423119545,0.7891
0.27588554357691686,0.90234,0.6891686506569386,0.7974
0.23640734763169774,0.91572,0.7302209123969078,0.793
