train_loss,train_acc,val_loss,val_acc
1.633027264050075,0.39714,1.1975877612829209,0.5694
1.0709304514588143,0.61692,0.953042782843113,0.6607
0.919603015391194,0.67508,0.896683819591999,0.6807
0.84136394213657,0.70196,0.8721497684717179,0.6972
0.7924952993587572,0.72044,0.8415500789880752,0.7088
0.7567459393520745,0.7348,0.8045812904834747,0.7249
0.7241005091642847,0.74586,0.8133435100317001,0.7256
0.6878719916757272,0.75728,0.7791347041726112,0.728
0.6730972723085054,0.76474,0.7755551010370254,0.735
0.6652099432385697,0.76726,0.7849470928311348,0.732
