train_loss,train_acc,val_loss,val_acc
1.060991947748223,0.62708,0.8474687531590461,0.7009
0.7283054131026171,0.74832,0.804565466940403,0.7332
0.625740282085477,0.78196,0.6975605174899101,0.7698
0.5626940915779192,0.80536,0.7067121639847755,0.7629
0.5145508382393389,0.82164,0.6773194402456284,0.7807
0.49339729167368945,0.82746,0.7162180334329605,0.7803
0.4527689469408016,0.84392,0.7815152913331985,0.7492
0.45487285846350145,0.84332,0.7309954032301903,0.7812
0.4523796603387716,0.84444,0.7339823201298714,0.776
0.45169952724661144,0.84786,0.7551972791552544,0.7697
