train_loss,train_acc,val_loss,val_acc
2.1359219454430245,0.2515577146477981,1.7844914193075847,0.3768152866242038
1.7243466409477028,0.4021543985637343,1.4951908886432648,0.4718471337579618
1.5772918462753296,0.4644629844756574,1.4594528510318538,0.4889171974522293
1.4754433776881244,0.49804625620445664,1.2966842547180206,0.5543949044585987
1.3876036437782082,0.5304678424332031,1.2366037626818913,0.5760509554140127
1.3441016190760844,0.5421903052064632,1.2070151806119982,0.5737579617834395
1.4024120843088306,0.5223360439328335,1.4092576500724971,0.501656050955414
1.4665299396257143,0.5029042137501321,1.334947962465325,0.5470063694267516
1.5103390039624394,0.4965677473862076,1.4066875343157994,0.5294267515923566
1.421976630752151,0.5129369521596789,1.2401792216834013,0.5913375796178344
